958,1484,1736,518,1193
965,1485,1881,1260,1440
994,1489,1564,1853,1452
1003,1490,1726,1514,1360
1009,1497,237,306,735
1022,1499,79,328,765
1079,1500,161,615,746
1114,1515,163,1516,1636
1161,90,173,1539,86
1162,96,188,64,392
1208,107,112,1415,1133
1210,114,389,1671,1813
1292,124,68,1426,281
1307,165,646,965,1120
1336,204,1706,1294,1137
1346,1377,1288,1620,887
1385,1826,1364,1298,1623
1420,1827,514,830,1596
1447,279,90,1335,1263
1459,613,114,752,200
1464,1697,451,75,401
1494,1823,1686,1649,878
1502,1829,1844,1270,1515
1507,1830,1402,164,1497
1621,1834,1687,1199,170
1652,1840,1695,983,30
1709,1845,785,1774,159
1734,1352,12,1445,224
1736,1356,1795,1588,150
1737,1449,1601,1324,775
1738,1451,148,566,913
1739,451,1245,370,1156
1740,668,382,1217,214
1743,670,315,981,241
1744,671,317,1139,231
1746,48,283,1228,228
1747,467,1304,1763,381
1748,1353,73,1659,364
1749,1450,219,1586,372
1750,999,302,451,476
1751,593,780,1575,243
1781,635,1415,1598,1173
1787,636,1426,1807,1174
1794,640,444,466,1175
1819,650,782,1874,1367
1871,727,926,869,1434
1873,592,919,1094,1381
1876,759,918,1531,1822
60,1517,925,1256,1164
66,1519,1385,13,1145
75,1520,864,833,1170
164,1522,1683,1433,868
217,1526,552,1105,1168
218,1530,20,409,1172
219,1537,21,1513,1169
249,1543,32,390,1146
252,1233,804,1323,1152
271,1319,808,242,1148
274,992,1267,503,1149
284,11,113,1508,1157
300,1166,135,1635,1144
302,40,1071,1836,1158
303,334,1251,380,1153
305,387,1255,1375,1179
311,1655,1065,550,1205
341,1716,204,290,1138
342,1649,1697,562,1155
378,1774,1834,540,870
394,1794,40,1203,848
395,1659,844,1676,1178
396,1874,321,1346,1177
399,473,1393,514,1176
403,56,335,737,22
414,61,1791,1486,766
417,63,1798,893,337
431,78,1603,1413,177
445,129,1858,1299,172
506,65,1860,493,296
555,76,976,874,291
567,83,1760,826,275
572,377,970,348,888
643,1615,1722,701,1520
647,1878,856,934,1522
656,1879,1445,416,1519
672,1880,1303,1343,1517
688,1349,1406,71,110
689,844,6,1373,1856
