TRT2000,FIRST_FIPS,FIRST_STFI,FIRST_TRAC,Xcord,Ycord
358000,06013,06013358000,3580,-122.25253,38.04368
359101,06013,06013359101,3591.01,-122.28400,38.01341
359102,06013,06013359102,3591.02,-122.30782,38.00380
359202,06013,06013359202,3592.02,-122.25088,37.98379
359203,06013,06013359203,3592.03,-122.25679,38.00801
359204,06013,06013359204,3592.04,-122.26673,38.00073
360100,06013,06013360100,3601,-122.27425,37.97425
360200,06013,06013360200,3602,-122.29467,37.96949
361000,06013,06013361000,3610,-122.28888,37.94412
362000,06013,06013362000,3620,-122.31526,37.94555
363000,06013,06013363000,3630,-122.30900,37.97918
364001,06013,06013364001,3640.01,-122.32510,38.00215
364002,06013,06013364002,3640.02,-122.31820,37.99392
365001,06013,06013365001,3650.01,-122.34981,37.98806
365002,06013,06013365002,3650.02,-122.37447,37.96080
366001,06013,06013366001,3660.01,-122.34642,37.97627
366002,06013,06013366002,3660.02,-122.35133,37.96928
367100,06013,06013367100,3671,-122.33051,37.97281
367200,06013,06013367200,3672,-122.33572,37.96620
368000,06013,06013368000,3680,-122.35251,37.95753
369001,06013,06013369001,3690.01,-122.33670,37.95691
369002,06013,06013369002,3690.02,-122.32385,37.95871
370000,06013,06013370000,3700,-122.32231,37.93981
371000,06013,06013371000,3710,-122.32996,37.94022
372000,06013,06013372000,3720,-122.33995,37.94854
373000,06013,06013373000,3730,-122.35396,37.94765
374000,06013,06013374000,3740,-122.34158,37.93941
375000,06013,06013375000,3750,-122.35185,37.94032
376000,06013,06013376000,3760,-122.36254,37.94111
377000,06013,06013377000,3770,-122.36294,37.93385
378000,06013,06013378000,3780,-122.39011,37.93753
379000,06013,06013379000,3790,-122.35662,37.92835
380000,06013,06013380000,3800,-122.34186,37.91381
381000,06013,06013381000,3810,-122.33499,37.93023
382000,06013,06013382000,3820,-122.32279,37.91589
383000,06013,06013383000,3830,-122.31165,37.90919
384000,06013,06013384000,3840,-122.31218,37.93393
385100,06013,06013385100,3851,-122.29555,37.92421
385200,06013,06013385200,3852,-122.30865,37.92748
386000,06013,06013386000,3860,-122.31554,37.92285
387000,06013,06013387000,3870,-122.30585,37.91701
388000,06013,06013388000,3880,-122.30209,37.90902
389100,06013,06013389100,3891,-122.29810,37.90233
389200,06013,06013389200,3892,-122.30510,37.90107
390100,06013,06013390100,3901,-122.29346,37.91394
390200,06013,06013390200,3902,-122.29137,37.90442
391000,06013,06013391000,3910,-122.28456,37.90716
392000,06013,06013392000,3920,-122.27673,37.90966
400100,06001,06001400100,4001,-122.23167,37.86735
400200,06001,06001400200,4002,-122.24981,37.84820
400300,06001,06001400300,4003,-122.25483,37.84068
400400,06001,06001400400,4004,-122.25804,37.84830
400500,06001,06001400500,4005,-122.26531,37.84870
400600,06001,06001400600,4006,-122.26536,37.84210
400700,06001,06001400700,4007,-122.27269,37.84200
400800,06001,06001400800,4008,-122.28370,37.84555
400900,06001,06001400900,4009,-122.28054,37.83960
401000,06001,06001401000,4010,-122.27250,37.83141
401100,06001,06001401100,4011,-122.26440,37.83067
401200,06001,06001401200,4012,-122.25843,37.83086
401300,06001,06001401300,4013,-122.26721,37.81826
401400,06001,06001401400,4014,-122.27376,37.82093
401500,06001,06001401500,4015,-122.28099,37.82313
401600,06001,06001401600,4016,-122.28183,37.81751
401700,06001,06001401700,4017,-122.30380,37.81995
401800,06001,06001401800,4018,-122.29844,37.80967
401900,06001,06001401900,4019,-122.31363,37.80307
402000,06001,06001402000,4020,-122.29255,37.79780
402100,06001,06001402100,4021,-122.29050,37.80679
402200,06001,06001402200,4022,-122.29415,37.80956
402300,06001,06001402300,4023,-122.28853,37.81282
402400,06001,06001402400,4024,-122.28282,37.81234
402500,06001,06001402500,4025,-122.28507,37.80614
402600,06001,06001402600,4026,-122.28033,37.80469
402700,06001,06001402700,4027,-122.27748,37.81063
402800,06001,06001402800,4028,-122.27206,37.80906
402900,06001,06001402900,4029,-122.26734,37.80748
403000,06001,06001403000,4030,-122.27108,37.80095
403100,06001,06001403100,4031,-122.27588,37.80285
403200,06001,06001403200,4032,-122.27655,37.79672
403300,06001,06001403300,4033,-122.26648,37.79550
403400,06001,06001403400,4034,-122.25951,37.80501
403500,06001,06001403500,4035,-122.26006,37.81751
403600,06001,06001403600,4036,-122.25403,37.81390
403700,06001,06001403700,4037,-122.25553,37.81068
403800,06001,06001403800,4038,-122.24187,37.81479
403900,06001,06001403900,4039,-122.24921,37.81753
404000,06001,06001404000,4040,-122.25433,37.82353
404100,06001,06001404100,4041,-122.25068,37.82908
404200,06001,06001404200,4042,-122.23474,37.83603
404300,06001,06001404300,4043,-122.23852,37.84529
404400,06001,06001404400,4044,-122.21517,37.84625
404501,06001,06001404501,4045.01,-122.21604,37.82631
404502,06001,06001404502,4045.02,-122.20272,37.83462
404600,06001,06001404600,4046,-122.19114,37.81970
404700,06001,06001404700,4047,-122.20711,37.81332
404800,06001,06001404800,4048,-122.21320,37.80547
404900,06001,06001404900,4049,-122.22154,37.80387
405000,06001,06001405000,4050,-122.22753,37.80834
405100,06001,06001405100,4051,-122.23219,37.81149
405200,06001,06001405200,4052,-122.24372,37.80534
405300,06001,06001405300,4053,-122.25340,37.80070
405400,06001,06001405400,4054,-122.24815,37.79509
405500,06001,06001405500,4055,-122.24334,37.79825
405600,06001,06001405600,4056,-122.23735,37.80072
405700,06001,06001405700,4057,-122.22976,37.79801
405800,06001,06001405800,4058,-122.23313,37.79379
405900,06001,06001405900,4059,-122.23835,37.78927
406000,06001,06001406000,4060,-122.24961,37.78710
406100,06001,06001406100,4061,-122.22763,37.77359
406201,06001,06001406201,4062.01,-122.23067,37.78485
406202,06001,06001406202,4062.02,-122.22650,37.78180
406300,06001,06001406300,4063,-122.22503,37.78907
406400,06001,06001406400,4064,-122.22195,37.79525
406500,06001,06001406500,4065,-122.21701,37.78785
406600,06001,06001406600,4066,-122.21030,37.79442
406700,06001,06001406700,4067,-122.20233,37.80311
406800,06001,06001406800,4068,-122.19484,37.79784
406900,06001,06001406900,4069,-122.19033,37.79309
407000,06001,06001407000,4070,-122.20250,37.78774
407100,06001,06001407100,4071,-122.21181,37.78139
407200,06001,06001407200,4072,-122.21932,37.77757
407300,06001,06001407300,4073,-122.21172,37.76305
407400,06001,06001407400,4074,-122.20672,37.77069
407500,06001,06001407500,4075,-122.19758,37.76918
407600,06001,06001407600,4076,-122.20324,37.77729
407700,06001,06001407700,4077,-122.19321,37.77633
407800,06001,06001407800,4078,-122.18668,37.78144
407900,06001,06001407900,4079,-122.18432,37.78822
408000,06001,06001408000,4080,-122.18291,37.80288
408100,06001,06001408100,4081,-122.15740,37.78512
408200,06001,06001408200,4082,-122.17555,37.77477
408300,06001,06001408300,4083,-122.16470,37.77080
408400,06001,06001408400,4084,-122.17097,37.76419
408500,06001,06001408500,4085,-122.17853,37.76000
408600,06001,06001408600,4086,-122.18231,37.76586
408700,06001,06001408700,4087,-122.18901,37.76851
408800,06001,06001408800,4088,-122.19701,37.75841
408900,06001,06001408900,4089,-122.18883,37.75372
409000,06001,06001409000,4090,-122.21089,37.72847
409100,06001,06001409100,4091,-122.18348,37.73172
409200,06001,06001409200,4092,-122.17780,37.72860
409300,06001,06001409300,4093,-122.17328,37.73719
409400,06001,06001409400,4094,-122.18032,37.74398
409500,06001,06001409500,4095,-122.18390,37.74987
409600,06001,06001409600,4096,-122.17269,37.75274
409700,06001,06001409700,4097,-122.16602,37.75595
409800,06001,06001409800,4098,-122.15603,37.75984
409900,06001,06001409900,4099,-122.13555,37.76183
410000,06001,06001410000,4100,-122.13174,37.74341
410100,06001,06001410100,4101,-122.15361,37.74740
410200,06001,06001410200,4102,-122.15726,37.74467
410300,06001,06001410300,4103,-122.16623,37.74610
410400,06001,06001410400,4104,-122.16223,37.74017
420100,06001,06001420100,4201,-122.29096,37.89478
420200,06001,06001420200,4202,-122.29726,37.89454
420300,06001,06001420300,4203,-122.30560,37.89270
420400,06001,06001420400,4204,-122.30701,37.88539
420500,06001,06001420500,4205,-122.29502,37.88658
420600,06001,06001420600,4206,-122.28737,37.88701
421100,06001,06001421100,4211,-122.26662,37.89956
421200,06001,06001421200,4212,-122.27507,37.89732
421300,06001,06001421300,4213,-122.28165,37.89120
421400,06001,06001421400,4214,-122.27146,37.88843
421500,06001,06001421500,4215,-122.25993,37.89183
421600,06001,06001421600,4216,-122.25588,37.88405
421700,06001,06001421700,4217,-122.27056,37.88197
421800,06001,06001421800,4218,-122.27847,37.88034
421900,06001,06001421900,4219,-122.28979,37.87939
422000,06001,06001422000,4220,-122.30218,37.86553
422100,06001,06001422100,4221,-122.29680,37.87336
422200,06001,06001422200,4222,-122.28807,37.87284
422300,06001,06001422300,4223,-122.27821,37.87398
422400,06001,06001422400,4224,-122.27000,37.87522
422500,06001,06001422500,4225,-122.26068,37.87732
422600,06001,06001422600,4226,-122.25439,37.87388
422700,06001,06001422700,4227,-122.24953,37.86794
422800,06001,06001422800,4228,-122.26043,37.86693
422900,06001,06001422900,4229,-122.26961,37.86792
423000,06001,06001423000,4230,-122.27739,37.86682
423100,06001,06001423100,4231,-122.28653,37.86579
423200,06001,06001423200,4232,-122.29392,37.86453
423300,06001,06001423300,4233,-122.28443,37.85735
423400,06001,06001423400,4234,-122.27623,37.85846
423500,06001,06001423500,4235,-122.26849,37.85941
423601,06001,06001423601,4236.01,-122.25927,37.85906
423602,06001,06001423602,4236.02,-122.25976,37.86332
423700,06001,06001423700,4237,-122.24906,37.86191
423800,06001,06001423800,4238,-122.24443,37.85479
423901,06001,06001423901,4239.01,-122.26787,37.85257
423902,06001,06001423902,4239.02,-122.25782,37.85482
424001,06001,06001424001,4240.01,-122.27501,37.85053
424002,06001,06001424002,4240.02,-122.28189,37.85059
425100,06001,06001425100,4251,-122.29099,37.83810
426100,06001,06001426100,4261,-122.22542,37.82165
426200,06001,06001426200,4262,-122.24095,37.82461
427100,06001,06001427100,4271,-122.23188,37.76455
427200,06001,06001427200,4272,-122.24765,37.77400
427300,06001,06001427300,4273,-122.26812,37.78042
427400,06001,06001427400,4274,-122.28469,37.78642
427500,06001,06001427500,4275,-122.31081,37.78448
427600,06001,06001427600,4276,-122.28400,37.77813
427700,06001,06001427700,4277,-122.28504,37.77214
427800,06001,06001427800,4278,-122.26950,37.77162
427900,06001,06001427900,4279,-122.25859,37.76982
428000,06001,06001428000,4280,-122.24754,37.76635
428100,06001,06001428100,4281,-122.23458,37.75946
428200,06001,06001428200,4282,-122.24016,37.75472
428301,06001,06001428301,4283.01,-122.23673,37.73310
428302,06001,06001428302,4283.02,-122.24626,37.74220
428400,06001,06001428400,4284,-122.25114,37.75993
428500,06001,06001428500,4285,-122.25936,37.76149
428600,06001,06001428600,4286,-122.27068,37.76536
430100,06001,06001430100,4301,-122.06610,37.75732
430200,06001,06001430200,4302,-122.06149,37.72138
430300,06001,06001430300,4303,-122.08279,37.71919
430400,06001,06001430400,4304,-122.10134,37.72020
430500,06001,06001430500,4305,-122.10909,37.70528
430600,06001,06001430600,4306,-122.09708,37.70424
430700,06001,06001430700,4307,-122.08205,37.70590
430800,06001,06001430800,4308,-122.06480,37.69896
430900,06001,06001430900,4309,-122.08267,37.69808
431000,06001,06001431000,4310,-122.07834,37.69277
431100,06001,06001431100,4311,-122.06739,37.68791
431200,06001,06001431200,4312,-122.08284,37.68547
432100,06001,06001432100,4321,-122.14648,37.73532
432200,06001,06001432200,4322,-122.15614,37.73248
432300,06001,06001432300,4323,-122.16563,37.73030
432400,06001,06001432400,4324,-122.18437,37.71063
432500,06001,06001432500,4325,-122.16882,37.71880
432600,06001,06001432600,4326,-122.15503,37.72224
432700,06001,06001432700,4327,-122.14277,37.72662
432800,06001,06001432800,4328,-122.12526,37.72108
433000,06001,06001433000,4330,-122.13534,37.71546
433101,06001,06001433101,4331.01,-122.14366,37.71192
433102,06001,06001433102,4331.02,-122.13325,37.70177
433200,06001,06001433200,4332,-122.14685,37.70139
433300,06001,06001433300,4333,-122.15709,37.69807
433400,06001,06001433400,4334,-122.16984,37.68684
433500,06001,06001433500,4335,-122.15524,37.68412
433600,06001,06001433600,4336,-122.14350,37.68579
433700,06001,06001433700,4337,-122.11356,37.68753
433800,06001,06001433800,4338,-122.12330,37.69856
433900,06001,06001433900,4339,-122.11333,37.69891
434000,06001,06001434000,4340,-122.11041,37.69234
435101,06001,06001435101,4351.01,-121.98980,37.64968
435102,06001,06001435102,4351.02,-122.04661,37.65477
435200,06001,06001435200,4352,-122.05067,37.68579
435300,06001,06001435300,4353,-122.06466,37.68076
435400,06001,06001435400,4354,-122.08321,37.67383
435500,06001,06001435500,4355,-122.09327,37.68078
435600,06001,06001435600,4356,-122.10486,37.67858
435700,06001,06001435700,4357,-122.11584,37.67842
435800,06001,06001435800,4358,-122.12955,37.67920
435900,06001,06001435900,4359,-122.14772,37.67203
436000,06001,06001436000,4360,-122.13749,37.66909
436100,06001,06001436100,4361,-122.12359,37.67156
436200,06001,06001436200,4362,-122.11221,37.66848
436300,06001,06001436300,4363,-122.09168,37.66623
436401,06001,06001436401,4364.01,-122.06520,37.67149
436402,06001,06001436402,4364.02,-122.04111,37.66668
436500,06001,06001436500,4365,-122.06964,37.65881
436601,06001,06001436601,4366.01,-122.07879,37.65682
436602,06001,06001436602,4366.02,-122.08505,37.65185
436700,06001,06001436700,4367,-122.10030,37.66214
436800,06001,06001436800,4368,-122.09429,37.65363
436900,06001,06001436900,4369,-122.10946,37.66048
437000,06001,06001437000,4370,-122.10142,37.64730
437100,06001,06001437100,4371,-122.12249,37.61298
437200,06001,06001437200,4372,-122.11154,37.64330
437300,06001,06001437300,4373,-122.09282,37.63622
437400,06001,06001437400,4374,-122.08746,37.64282
437500,06001,06001437500,4375,-122.07919,37.64401
437600,06001,06001437600,4376,-122.08038,37.63535
437700,06001,06001437700,4377,-122.07118,37.63645
437800,06001,06001437800,4378,-122.06861,37.64327
437900,06001,06001437900,4379,-122.06128,37.64286
438000,06001,06001438000,4380,-122.02892,37.61902
438100,06001,06001438100,4381,-122.03906,37.61802
438201,06001,06001438201,4382.01,-122.07643,37.62624
438202,06001,06001438202,4382.02,-122.05790,37.61811
438300,06001,06001438300,4383,-122.08833,37.62814
438400,06001,06001438400,4384,-122.08242,37.61837
440100,06001,06001440100,4401,-121.98132,37.61585
440200,06001,06001440200,4402,-122.02283,37.60010
440301,06001,06001440301,4403.01,-122.04281,37.60105
440302,06001,06001440302,4403.02,-122.07089,37.60152
440304,06001,06001440304,4403.04,-122.07660,37.58704
440305,06001,06001440305,4403.05,-122.07516,37.57779
440306,06001,06001440306,4403.06,-122.06890,37.58526
440307,06001,06001440307,4403.07,-122.04852,37.59101
440308,06001,06001440308,4403.08,-122.02788,37.58901
440309,06001,06001440309,4403.09,-122.01439,37.58748
440331,06001,06001440331,4403.31,-122.08324,37.59817
440332,06001,06001440332,4403.32,-122.08577,37.58204
441100,06001,06001441100,4411,-121.96217,37.58504
441200,06001,06001441200,4412,-121.98909,37.57711
441301,06001,06001441301,4413.01,-122.00205,37.57173
441302,06001,06001441302,4413.02,-122.01896,37.56942
441401,06001,06001441401,4414.01,-122.03757,37.57366
441402,06001,06001441402,4414.02,-122.04069,37.58241
441501,06001,06001441501,4415.01,-122.07247,37.57151
441503,06001,06001441503,4415.03,-122.02144,37.50700
441521,06001,06001441521,4415.21,-122.05300,37.57275
441522,06001,06001441522,4415.22,-122.05703,37.58393
441601,06001,06001441601,4416.01,-122.03089,37.56341
441602,06001,06001441602,4416.02,-122.02157,37.55699
441700,06001,06001441700,4417,-122.01189,37.55336
441800,06001,06001441800,4418,-121.99169,37.55909
441901,06001,06001441901,4419.01,-121.96787,37.55793
441921,06001,06001441921,4419.21,-121.96768,37.54267
441922,06001,06001441922,4419.22,-121.97750,37.54412
441923,06001,06001441923,4419.23,-121.98501,37.55095
442000,06001,06001442000,4420,-121.93573,37.55872
442100,06001,06001442100,4421,-121.95000,37.54821
442200,06001,06001442200,4422,-121.94239,37.53475
442300,06001,06001442300,4423,-121.96096,37.53166
442400,06001,06001442400,4424,-121.97384,37.53131
442500,06001,06001442500,4425,-121.98724,37.53730
442600,06001,06001442600,4426,-122.00162,37.54637
442700,06001,06001442700,4427,-122.00818,37.53720
442800,06001,06001442800,4428,-121.99324,37.52946
442900,06001,06001442900,4429,-121.97449,37.51805
443001,06001,06001443001,4430.01,-121.95178,37.51846
443002,06001,06001443002,4430.02,-121.96042,37.51676
443101,06001,06001443101,4431.01,-121.93095,37.52547
443102,06001,06001443102,4431.02,-121.92733,37.50745
443103,06001,06001443103,4431.03,-121.90372,37.52844
443200,06001,06001443200,4432,-121.89622,37.48745
443301,06001,06001443301,4433.01,-121.91224,37.47110
443302,06001,06001443302,4433.02,-121.92124,37.48567
444100,06001,06001444100,4441,-122.03657,37.55126
444200,06001,06001444200,4442,-122.04588,37.54267
444300,06001,06001444300,4443,-122.04856,37.51540
444400,06001,06001444400,4444,-122.03556,37.53629
444500,06001,06001444500,4445,-122.02767,37.53434
444600,06001,06001444600,4446,-122.00808,37.51787
450100,06001,06001450100,4501,-121.89023,37.71825
450200,06001,06001450200,4502,-121.91557,37.72245
450300,06001,06001450300,4503,-121.91769,37.71052
450400,06001,06001450400,4504,-121.93267,37.71267
450500,06001,06001450500,4505,-121.96562,37.70967
450601,06001,06001450601,4506.01,-121.93099,37.65312
450602,06001,06001450602,4506.02,-121.91301,37.67059
450603,06001,06001450603,4506.03,-121.91079,37.68871
450604,06001,06001450604,4506.04,-121.88679,37.68105
450605,06001,06001450605,4506.05,-121.88227,37.67201
450606,06001,06001450606,4506.06,-121.90002,37.66918
450607,06001,06001450607,4506.07,-121.88763,37.65703
450701,06001,06001450701,4507.01,-121.80764,37.55666
450703,06001,06001450703,4507.03,-121.85579,37.68060
450721,06001,06001450721,4507.21,-121.83921,37.72403
450722,06001,06001450722,4507.22,-121.88231,37.69433
450741,06001,06001450741,4507.41,-121.86489,37.65990
450742,06001,06001450742,4507.42,-121.82919,37.66459
451101,06001,06001451101,4511.01,-121.63673,37.63721
451102,06001,06001451102,4511.02,-121.78689,37.65049
451201,06001,06001451201,4512.01,-121.74037,37.70990
451202,06001,06001451202,4512.02,-121.76877,37.73475
451300,06001,06001451300,4513,-121.81534,37.68930
451401,06001,06001451401,4514.01,-121.76293,37.69588
451402,06001,06001451402,4514.02,-121.78077,37.68690
451501,06001,06001451501,4515.01,-121.73676,37.67330
451502,06001,06001451502,4515.02,-121.72973,37.69353
451503,06001,06001451503,4515.03,-121.74893,37.68497
451601,06001,06001451601,4516.01,-121.76068,37.66826
451602,06001,06001451602,4516.02,-121.77556,37.67117
451701,06001,06001451701,4517.01,-121.78777,37.67200
451702,06001,06001451702,4517.02,-121.79525,37.66455
500100,06085,06085500100,5001,-121.89294,37.35845
500200,06085,06085500200,5002,-121.90243,37.34914
500300,06085,06085500300,5003,-121.90843,37.33938
500400,06085,06085500400,5004,-121.92204,37.34018
500500,06085,06085500500,5005,-121.92797,37.32992
500600,06085,06085500600,5006,-121.91463,37.33338
500800,06085,06085500800,5008,-121.89549,37.33045
500901,06085,06085500901,5009.01,-121.88424,37.33515
500902,06085,06085500902,5009.02,-121.87971,37.33312
501000,06085,06085501000,5010,-121.88814,37.34170
501100,06085,06085501100,5011,-121.88509,37.35198
501200,06085,06085501200,5012,-121.87887,37.34663
501300,06085,06085501300,5013,-121.87467,37.33881
501400,06085,06085501400,5014,-121.86885,37.34944
501501,06085,06085501501,5015.01,-121.85864,37.34194
501502,06085,06085501502,5015.02,-121.86462,37.33786
501600,06085,06085501600,5016,-121.87508,37.32960
501700,06085,06085501700,5017,-121.88622,37.32345
501800,06085,06085501800,5018,-121.89639,37.31667
501900,06085,06085501900,5019,-121.90852,37.31885
502001,06085,06085502001,5020.01,-121.93315,37.32234
502002,06085,06085502002,5020.02,-121.92103,37.31927
502101,06085,06085502101,5021.01,-121.93629,37.30582
502102,06085,06085502102,5021.02,-121.92570,37.31000
502201,06085,06085502201,5022.01,-121.92076,37.30466
502202,06085,06085502202,5022.02,-121.92087,37.29795
502300,06085,06085502300,5023,-121.90772,37.30358
502400,06085,06085502400,5024,-121.89247,37.30485
502500,06085,06085502500,5025,-121.89302,37.29311
502601,06085,06085502601,5026.01,-121.91492,37.29003
502602,06085,06085502602,5026.02,-121.93256,37.28558
502701,06085,06085502701,5027.01,-121.93783,37.27084
502702,06085,06085502702,5027.02,-121.94270,37.25809
502800,06085,06085502800,5028,-121.92337,37.25575
502901,06085,06085502901,5029.01,-121.92715,37.27133
502902,06085,06085502902,5029.02,-121.91576,37.27330
502903,06085,06085502903,5029.03,-121.90521,37.27788
502906,06085,06085502906,5029.06,-121.90163,37.24770
502907,06085,06085502907,5029.07,-121.89741,37.26334
502908,06085,06085502908,5029.08,-121.90882,37.25921
502909,06085,06085502909,5029.09,-121.88746,37.25649
502910,06085,06085502910,5029.10,-121.88354,37.25133
503001,06085,06085503001,5030.01,-121.89204,37.28398
503002,06085,06085503002,5030.02,-121.88749,37.27685
503003,06085,06085503003,5030.03,-121.88512,37.26757
503103,06085,06085503103,5031.03,-121.86441,37.30886
503105,06085,06085503105,5031.05,-121.85900,37.32651
503106,06085,06085503106,5031.06,-121.84721,37.32284
503108,06085,06085503108,5031.08,-121.87359,37.28363
503110,06085,06085503110,5031.10,-121.85017,37.33343
503111,06085,06085503111,5031.11,-121.83984,37.32268
503112,06085,06085503112,5031.12,-121.87106,37.32240
503113,06085,06085503113,5031.13,-121.88085,37.31593
503115,06085,06085503115,5031.15,-121.85763,37.28927
503116,06085,06085503116,5031.16,-121.85332,37.27758
503204,06085,06085503204,5032.04,-121.83932,37.28920
503207,06085,06085503207,5032.07,-121.81557,37.29462
503208,06085,06085503208,5032.08,-121.81563,37.28068
503210,06085,06085503210,5032.10,-121.82300,37.29039
503211,06085,06085503211,5032.11,-121.83262,37.31193
503212,06085,06085503212,5032.12,-121.82901,37.30473
503213,06085,06085503213,5032.13,-121.83731,37.30157
503214,06085,06085503214,5032.14,-121.84813,37.29919
503217,06085,06085503217,5032.17,-121.83046,37.28675
503218,06085,06085503218,5032.18,-121.82990,37.28057
503304,06085,06085503304,5033.04,-121.82138,37.31279
503305,06085,06085503305,5033.05,-121.81455,37.32021
503306,06085,06085503306,5033.06,-121.82214,37.33177
503312,06085,06085503312,5033.12,-121.76308,37.34894
503313,06085,06085503313,5033.13,-121.77663,37.33138
503315,06085,06085503315,5033.15,-121.80124,37.31838
503317,06085,06085503317,5033.17,-121.80703,37.30420
503319,06085,06085503319,5033.19,-121.74261,37.30931
503320,06085,06085503320,5033.20,-121.74152,37.28346
503321,06085,06085503321,5033.21,-121.80657,37.33297
503322,06085,06085503322,5033.22,-121.79798,37.34153
503323,06085,06085503323,5033.23,-121.79179,37.33385
503324,06085,06085503324,5033.24,-121.78954,37.32767
503325,06085,06085503325,5033.25,-121.78940,37.32076
503326,06085,06085503326,5033.26,-121.76439,37.32482
503327,06085,06085503327,5033.27,-121.78919,37.30812
503328,06085,06085503328,5033.28,-121.77150,37.28208
503401,06085,06085503401,5034.01,-121.84010,37.33322
503402,06085,06085503402,5034.02,-121.83512,37.32600
503504,06085,06085503504,5035.04,-121.83424,37.33600
503506,06085,06085503506,5035.06,-121.82735,37.34384
503507,06085,06085503507,5035.07,-121.83221,37.34042
503508,06085,06085503508,5035.08,-121.81169,37.35451
503509,06085,06085503509,5035.09,-121.80166,37.34878
503510,06085,06085503510,5035.10,-121.81987,37.34966
503511,06085,06085503511,5035.11,-121.81409,37.34281
503601,06085,06085503601,5036.01,-121.86634,37.35827
503602,06085,06085503602,5036.02,-121.85242,37.34466
503702,06085,06085503702,5037.02,-121.84599,37.35189
503703,06085,06085503703,5037.03,-121.83970,37.34615
503706,06085,06085503706,5037.06,-121.84445,37.36334
503707,06085,06085503707,5037.07,-121.85399,37.35795
503708,06085,06085503708,5037.08,-121.85480,37.36949
503709,06085,06085503709,5037.09,-121.86223,37.36458
503802,06085,06085503802,5038.02,-121.83570,37.38434
503803,06085,06085503803,5038.03,-121.84972,37.38373
503804,06085,06085503804,5038.04,-121.84502,37.37589
503900,06085,06085503900,5039,-121.83203,37.37118
504001,06085,06085504001,5040.01,-121.82756,37.35861
504002,06085,06085504002,5040.02,-121.83450,37.35480
504101,06085,06085504101,5041.01,-121.82077,37.36940
504102,06085,06085504102,5041.02,-121.81526,37.36408
504201,06085,06085504201,5042.01,-121.82136,37.38456
504202,06085,06085504202,5042.02,-121.79208,37.37637
504307,06085,06085504307,5043.07,-121.85274,37.39069
504308,06085,06085504308,5043.08,-121.82027,37.41191
504310,06085,06085504310,5043.10,-121.88954,37.39553
504311,06085,06085504311,5043.11,-121.88483,37.37744
504314,06085,06085504314,5043.14,-121.85501,37.40173
504315,06085,06085504315,5043.15,-121.85972,37.40922
504316,06085,06085504316,5043.16,-121.87083,37.38712
504317,06085,06085504317,5043.17,-121.87659,37.38272
504318,06085,06085504318,5043.18,-121.89591,37.37683
504319,06085,06085504319,5043.19,-121.86737,37.37368
504320,06085,06085504320,5043.20,-121.87140,37.40272
504321,06085,06085504321,5043.21,-121.86485,37.39295
504410,06085,06085504410,5044.10,-121.87909,37.40939
504411,06085,06085504411,5044.11,-121.86502,37.41608
504412,06085,06085504412,5044.12,-121.88180,37.43936
504413,06085,06085504413,5044.13,-121.90486,37.43708
504414,06085,06085504414,5044.14,-121.89676,37.44032
504415,06085,06085504415,5044.15,-121.86955,37.42592
504416,06085,06085504416,5044.16,-121.87660,37.42047
504417,06085,06085504417,5044.17,-121.84844,37.43352
504418,06085,06085504418,5044.18,-121.88067,37.43185
504420,06085,06085504420,5044.20,-121.86891,37.46047
504421,06085,06085504421,5044.21,-121.90093,37.45140
504422,06085,06085504422,5044.22,-121.90681,37.45864
504504,06085,06085504504,5045.04,-121.89667,37.42164
504505,06085,06085504505,5045.05,-121.90247,37.40916
504506,06085,06085504506,5045.06,-121.91628,37.45033
504507,06085,06085504507,5045.07,-121.91290,37.43571
504601,06085,06085504601,5046.01,-122.08824,37.43743
504602,06085,06085504602,5046.02,-121.98782,37.43729
504700,06085,06085504700,5047,-122.04989,37.41644
504802,06085,06085504802,5048.02,-121.99137,37.40038
504803,06085,06085504803,5048.03,-122.01980,37.40098
504805,06085,06085504805,5048.05,-122.00365,37.40302
504806,06085,06085504806,5048.06,-122.00210,37.39585
504901,06085,06085504901,5049.01,-121.95135,37.39606
505001,06085,06085505001,5050.01,-121.97137,37.40043
505005,06085,06085505005,5050.05,-121.94511,37.41204
505006,06085,06085505006,5050.06,-121.92140,37.39348
505007,06085,06085505007,5050.07,-121.94834,37.38513
505100,06085,06085505100,5051,-121.92421,37.36287
505202,06085,06085505202,5052.02,-121.96091,37.37013
505203,06085,06085505203,5052.03,-121.93327,37.34696
505301,06085,06085505301,5053.01,-121.98504,37.36758
505302,06085,06085505302,5053.02,-121.97273,37.36025
505303,06085,06085505303,5053.03,-121.96423,37.35830
505304,06085,06085505304,5053.04,-121.98172,37.35925
505305,06085,06085505305,5053.05,-121.99087,37.35889
505401,06085,06085505401,5054.01,-121.98743,37.34871
505402,06085,06085505402,5054.02,-121.97363,37.34590
505403,06085,06085505403,5054.03,-121.98647,37.34160
505500,06085,06085505500,5055,-121.96214,37.34694
505600,06085,06085505600,5056,-121.94637,37.35077
505700,06085,06085505700,5057,-121.94443,37.34294
505800,06085,06085505800,5058,-121.94404,37.33156
505900,06085,06085505900,5059,-121.95720,37.33020
506000,06085,06085506000,5060,-121.96234,37.33777
506101,06085,06085506101,5061.01,-121.98491,37.33405
506102,06085,06085506102,5061.02,-121.97159,37.33134
506103,06085,06085506103,5061.03,-121.98611,37.32674
506202,06085,06085506202,5062.02,-121.99060,37.30099
