TRT2000,FIRST_FIPS,FIRST_STFI,FIRST_TRAC,Xcord,Ycord
506203,06085,06085506203,5062.03,-121.98316,37.32070
506204,06085,06085506204,5062.04,-121.98671,37.31365
506301,06085,06085506301,5063.01,-121.96161,37.31966
506302,06085,06085506302,5063.02,-121.95701,37.30885
506304,06085,06085506304,5063.04,-121.97060,37.31218
506305,06085,06085506305,5063.05,-121.97177,37.30434
506401,06085,06085506401,5064.01,-121.94539,37.31628
506402,06085,06085506402,5064.02,-121.94529,37.30153
506501,06085,06085506501,5065.01,-121.95614,37.29790
506502,06085,06085506502,5065.02,-121.94817,37.27845
506503,06085,06085506503,5065.03,-121.95468,37.28557
506601,06085,06085506601,5066.01,-121.98259,37.29265
506603,06085,06085506603,5066.03,-121.96937,37.28208
506604,06085,06085506604,5066.04,-121.98687,37.28062
506605,06085,06085506605,5066.05,-121.96949,37.29722
506606,06085,06085506606,5066.06,-121.96861,37.29009
506701,06085,06085506701,5067.01,-121.97953,37.27053
506702,06085,06085506702,5067.02,-121.96259,37.27425
506703,06085,06085506703,5067.03,-121.96721,37.26457
506801,06085,06085506801,5068.01,-121.95654,37.24218
506802,06085,06085506802,5068.02,-121.93614,37.24687
506803,06085,06085506803,5068.03,-121.91444,37.24278
506804,06085,06085506804,5068.04,-121.93408,37.23972
506900,06085,06085506900,5069,-121.93221,37.22761
507001,06085,06085507001,5070.01,-121.99335,37.22115
507002,06085,06085507002,5070.02,-121.94858,37.20931
507100,06085,06085507100,5071,-121.97537,37.23593
507203,06085,06085507203,5072.03,-121.96460,37.25119
507205,06085,06085507205,5072.05,-121.98123,37.25735
507206,06085,06085507206,5072.06,-121.98589,37.24344
507301,06085,06085507301,5073.01,-122.00805,37.25891
507302,06085,06085507302,5073.02,-122.02942,37.23823
507401,06085,06085507401,5074.01,-122.01850,37.28801
507402,06085,06085507402,5074.02,-121.99967,37.28179
507500,06085,06085507500,5075,-122.02409,37.27419
507600,06085,06085507600,5076,-122.05286,37.27109
507701,06085,06085507701,5077.01,-122.04960,37.32020
507702,06085,06085507702,5077.02,-122.05975,37.29876
507703,06085,06085507703,5077.03,-122.07597,37.31334
507805,06085,06085507805,5078.05,-122.05268,37.33310
507806,06085,06085507806,5078.06,-122.04086,37.32857
507807,06085,06085507807,5078.07,-122.04078,37.31230
507808,06085,06085507808,5078.08,-122.03807,37.30218
507903,06085,06085507903,5079.03,-122.01040,37.30248
507904,06085,06085507904,5079.04,-122.00205,37.30182
507905,06085,06085507905,5079.05,-122.02827,37.30248
507906,06085,06085507906,5079.06,-122.01942,37.30174
508001,06085,06085508001,5080.01,-122.02286,37.31643
508002,06085,06085508002,5080.02,-122.00486,37.31656
508101,06085,06085508101,5081.01,-122.02360,37.33007
508102,06085,06085508102,5081.02,-122.00531,37.33029
508202,06085,06085508202,5082.02,-122.00521,37.34482
508203,06085,06085508203,5082.03,-122.02693,37.34490
508204,06085,06085508204,5082.04,-122.01810,37.34440
508301,06085,06085508301,5083.01,-122.05734,37.34460
508303,06085,06085508303,5083.03,-122.04600,37.34468
508304,06085,06085508304,5083.04,-122.03705,37.34464
508401,06085,06085508401,5084.01,-122.05634,37.36247
508403,06085,06085508403,5084.03,-122.04158,37.35546
508404,06085,06085508404,5084.04,-122.04177,37.36447
508503,06085,06085508503,5085.03,-122.02617,37.35717
508504,06085,06085508504,5085.04,-122.02058,37.36230
508505,06085,06085508505,5085.05,-122.01023,37.35865
508506,06085,06085508506,5085.06,-122.00145,37.35977
508601,06085,06085508601,5086.01,-122.04126,37.37586
508602,06085,06085508602,5086.02,-122.02907,37.37266
508703,06085,06085508703,5087.03,-122.01101,37.36963
508704,06085,06085508704,5087.04,-122.00508,37.37998
508800,06085,06085508800,5088,-122.02508,37.38511
508900,06085,06085508900,5089,-122.00671,37.39096
509000,06085,06085509000,5090,-122.02197,37.39226
509102,06085,06085509102,5091.02,-122.03863,37.39158
509105,06085,06085509105,5091.05,-122.06263,37.37867
509106,06085,06085509106,5091.06,-122.05077,37.37849
509107,06085,06085509107,5091.07,-122.05674,37.37939
509108,06085,06085509108,5091.08,-122.05713,37.40024
509109,06085,06085509109,5091.09,-122.05975,37.39139
509201,06085,06085509201,5092.01,-122.07457,37.40115
509202,06085,06085509202,5092.02,-122.08399,37.40589
509302,06085,06085509302,5093.02,-122.10064,37.40928
509303,06085,06085509303,5093.03,-122.09220,37.40613
509304,06085,06085509304,5093.04,-122.09536,37.41760
509401,06085,06085509401,5094.01,-122.11447,37.40699
509403,06085,06085509403,5094.03,-122.09690,37.39807
509404,06085,06085509404,5094.04,-122.10568,37.40189
509500,06085,06085509500,5095,-122.08973,37.39436
509600,06085,06085509600,5096,-122.08062,37.39085
509700,06085,06085509700,5097,-122.07336,37.38535
509801,06085,06085509801,5098.01,-122.09340,37.38411
509802,06085,06085509802,5098.02,-122.08256,37.37868
509901,06085,06085509901,5099.01,-122.08634,37.36942
509902,06085,06085509902,5099.02,-122.07203,37.36996
510001,06085,06085510001,5100.01,-122.07978,37.35825
510002,06085,06085510002,5100.02,-122.07194,37.34630
510100,06085,06085510100,5101,-122.08021,37.34069
510200,06085,06085510200,5102,-122.10169,37.37177
510300,06085,06085510300,5103,-122.11148,37.37744
510400,06085,06085510400,5104,-122.10771,37.39128
510500,06085,06085510500,5105,-122.12015,37.39274
510600,06085,06085510600,5106,-122.13025,37.40872
510700,06085,06085510700,5107,-122.12818,37.41734
510801,06085,06085510801,5108.01,-122.10986,37.42704
510802,06085,06085510802,5108.02,-122.11054,37.41444
510803,06085,06085510803,5108.03,-122.11860,37.42051
510900,06085,06085510900,5109,-122.12984,37.42767
511000,06085,06085511000,5110,-122.12191,37.43750
511100,06085,06085511100,5111,-122.13259,37.44571
511200,06085,06085511200,5112,-122.14708,37.45110
511300,06085,06085511300,5113,-122.15795,37.44544
511400,06085,06085511400,5114,-122.14380,37.43579
511500,06085,06085511500,5115,-122.15638,37.42051
511604,06085,06085511604,5116.04,-122.17655,37.43247
511605,06085,06085511605,5116.05,-122.16412,37.43006
511606,06085,06085511606,5116.06,-122.15492,37.42595
511607,06085,06085511607,5116.07,-122.15805,37.42168
511701,06085,06085511701,5117.01,-122.13217,37.37858
511702,06085,06085511702,5117.02,-122.09737,37.35327
511703,06085,06085511703,5117.03,-122.12652,37.31470
511800,06085,06085511800,5118,-121.92300,37.15988
511901,06085,06085511901,5119.01,-121.89152,37.23952
511905,06085,06085511905,5119.05,-121.85781,37.21440
511907,06085,06085511907,5119.07,-121.85384,37.21979
511909,06085,06085511909,5119.09,-121.85810,37.19264
511910,06085,06085511910,5119.10,-121.86944,37.21327
511911,06085,06085511911,5119.11,-121.81037,37.19879
511912,06085,06085511912,5119.12,-121.83419,37.20587
511913,06085,06085511913,5119.13,-121.89098,37.22797
511914,06085,06085511914,5119.14,-121.87681,37.23068
512001,06085,06085512001,5120.01,-121.76863,37.25715
512002,06085,06085512002,5120.02,-121.77183,37.24071
512005,06085,06085512005,5120.05,-121.86578,37.27008
512014,06085,06085512014,5120.14,-121.83514,37.23965
512015,06085,06085512015,5120.15,-121.84439,37.24151
512016,06085,06085512016,5120.16,-121.85972,37.24549
512017,06085,06085512017,5120.17,-121.81696,37.27310
512018,06085,06085512018,5120.18,-121.80836,37.26304
512019,06085,06085512019,5120.19,-121.84583,37.27094
512020,06085,06085512020,5120.20,-121.83617,37.27217
512021,06085,06085512021,5120.21,-121.82372,37.26375
512022,06085,06085512022,5120.22,-121.81084,37.25514
512023,06085,06085512023,5120.23,-121.82431,37.25511
512024,06085,06085512024,5120.24,-121.86744,37.26055
512025,06085,06085512025,5120.25,-121.85185,37.26052
512026,06085,06085512026,5120.26,-121.83781,37.25955
512027,06085,06085512027,5120.27,-121.85864,37.25307
512028,06085,06085512028,5120.28,-121.81852,37.24051
512029,06085,06085512029,5120.29,-121.81622,37.24739
512030,06085,06085512030,5120.30,-121.82402,37.23253
512031,06085,06085512031,5120.31,-121.81012,37.23117
512032,06085,06085512032,5120.32,-121.78229,37.23283
512033,06085,06085512033,5120.33,-121.79645,37.23868
512034,06085,06085512034,5120.34,-121.77084,37.22926
512035,06085,06085512035,5120.35,-121.76158,37.22391
512100,06085,06085512100,5121,-121.71695,37.18313
512200,06085,06085512200,5122,-121.70713,37.04998
512304,06085,06085512304,5123.04,-121.64802,37.13529
512305,06085,06085512305,5123.05,-121.67710,37.12316
512306,06085,06085512306,5123.06,-121.65917,37.12321
512307,06085,06085512307,5123.07,-121.63688,37.09981
512308,06085,06085512308,5123.08,-121.62570,37.15222
512309,06085,06085512309,5123.09,-121.60854,37.13020
512401,06085,06085512401,5124.01,-121.60744,37.06180
512402,06085,06085512402,5124.02,-121.57125,37.09592
512503,06085,06085512503,5125.03,-121.62373,37.02970
512505,06085,06085512505,5125.05,-121.59266,37.02443
512506,06085,06085512506,5125.06,-121.58197,37.02317
512507,06085,06085512507,5125.07,-121.58371,36.97933
512508,06085,06085512508,5125.08,-121.57913,37.00470
512601,06085,06085512601,5126.01,-121.56718,37.01130
512602,06085,06085512602,5126.02,-121.51674,37.01013
512700,06085,06085512700,5127,-121.51429,37.24066
600100,06081,06081600100,6001,-122.41079,37.68696
600200,06081,06081600200,6002,-122.41580,37.70445
600300,06081,06081600300,6003,-122.43202,37.70182
600400,06081,06081600400,6004,-122.44768,37.70520
600500,06081,06081600500,6005,-122.45669,37.69691
600600,06081,06081600600,6006,-122.46625,37.69730
600700,06081,06081600700,6007,-122.46367,37.70517
600800,06081,06081600800,6008,-122.48008,37.69984
600900,06081,06081600900,6009,-122.48774,37.70467
601000,06081,06081601000,6010,-122.49262,37.67891
601100,06081,06081601100,6011,-122.48908,37.69185
601200,06081,06081601200,6012,-122.47812,37.69312
601300,06081,06081601300,6013,-122.46522,37.68762
601400,06081,06081601400,6014,-122.47854,37.68065
601501,06081,06081601501,6015.01,-122.48537,37.67425
601502,06081,06081601502,6015.02,-122.47814,37.66914
601601,06081,06081601601,6016.01,-122.44995,37.67803
601603,06081,06081601603,6016.03,-122.46037,37.65591
601604,06081,06081601604,6016.04,-122.46917,37.66828
601605,06081,06081601605,6016.05,-122.46934,37.65731
601700,06081,06081601700,6017,-122.45571,37.66277
601800,06081,06081601800,6018,-122.44593,37.65518
601900,06081,06081601900,6019,-122.43606,37.66249
602000,06081,06081602000,6020,-122.42093,37.66812
602100,06081,06081602100,6021,-122.40661,37.66188
602200,06081,06081602200,6022,-122.41770,37.65618
602300,06081,06081602300,6023,-122.40032,37.65069
602400,06081,06081602400,6024,-122.43557,37.64454
602500,06081,06081602500,6025,-122.45038,37.63973
602600,06081,06081602600,6026,-122.46066,37.64670
602700,06081,06081602700,6027,-122.47495,37.64839
602800,06081,06081602800,6028,-122.48385,37.65943
602900,06081,06081602900,6029,-122.48887,37.65141
603000,06081,06081603000,6030,-122.48414,37.63583
603100,06081,06081603100,6031,-122.48220,37.61564
603200,06081,06081603200,6032,-122.50497,37.58842
603300,06081,06081603300,6033,-122.48555,37.58083
603400,06081,06081603400,6034,-122.46233,37.59467
603500,06081,06081603500,6035,-122.45980,37.62379
603600,06081,06081603600,6036,-122.45984,37.62930
603700,06081,06081603700,6037,-122.44795,37.63244
603800,06081,06081603800,6038,-122.43391,37.61897
603900,06081,06081603900,6039,-122.41684,37.61425
604000,06081,06081604000,6040,-122.42046,37.62346
604101,06081,06081604101,6041.01,-122.41017,37.62386
604102,06081,06081604102,6041.02,-122.42563,37.63318
604200,06081,06081604200,6042,-122.40609,37.62709
604300,06081,06081604300,6043,-122.38302,37.62071
604400,06081,06081604400,6044,-122.39036,37.60508
604500,06081,06081604500,6045,-122.41014,37.60620
604600,06081,06081604600,6046,-122.41809,37.60028
604700,06081,06081604700,6047,-122.40653,37.59401
604800,06081,06081604800,6048,-122.39785,37.59962
604900,06081,06081604900,6049,-122.39798,37.58952
605000,06081,06081605000,6050,-122.38975,37.58063
605100,06081,06081605100,6051,-122.37135,37.59417
605200,06081,06081605200,6052,-122.37699,37.58341
605300,06081,06081605300,6053,-122.36244,37.58212
605400,06081,06081605400,6054,-122.34602,37.58622
605500,06081,06081605500,6055,-122.34890,37.57647
605600,06081,06081605600,6056,-122.36963,37.56482
605700,06081,06081605700,6057,-122.34853,37.54772
605800,06081,06081605800,6058,-122.34586,37.56782
605900,06081,06081605900,6059,-122.33465,37.57219
606000,06081,06081606000,6060,-122.33167,37.57979
606100,06081,06081606100,6061,-122.31750,37.58165
606200,06081,06081606200,6062,-122.32255,37.57256
606300,06081,06081606300,6063,-122.31998,37.56510
606400,06081,06081606400,6064,-122.32621,37.56102
606500,06081,06081606500,6065,-122.33166,37.55317
606600,06081,06081606600,6066,-122.31770,37.55252
606700,06081,06081606700,6067,-122.32412,37.54022
606800,06081,06081606800,6068,-122.33832,37.52871
606900,06081,06081606900,6069,-122.34616,37.51984
607000,06081,06081607000,6070,-122.32357,37.52448
607100,06081,06081607100,6071,-122.30495,37.52726
607200,06081,06081607200,6072,-122.29795,37.53339
607300,06081,06081607300,6073,-122.31230,37.53432
607400,06081,06081607400,6074,-122.31273,37.54419
607500,06081,06081607500,6075,-122.30025,37.54661
607600,06081,06081607600,6076,-122.30722,37.55770
607701,06081,06081607701,6077.01,-122.30377,37.57083
607702,06081,06081607702,6077.02,-122.30331,37.56460
607800,06081,06081607800,6078,-122.29533,37.56071
607900,06081,06081607900,6079,-122.28675,37.56038
608001,06081,06081608001,6080.01,-122.25836,37.54996
608002,06081,06081608002,6080.02,-122.26814,37.54938
608004,06081,06081608004,6080.04,-122.27582,37.56138
608013,06081,06081608013,6080.13,-122.26110,37.54031
608023,06081,06081608023,6080.23,-122.27181,37.54147
608100,06081,06081608100,6081,-122.26241,37.56037
608200,06081,06081608200,6082,-122.25969,37.56671
608300,06081,06081608300,6083,-122.25099,37.55644
608400,06081,06081608400,6084,-122.28520,37.54593
608501,06081,06081608501,6085.01,-122.28929,37.53767
608502,06081,06081608502,6085.02,-122.28308,37.53216
608600,06081,06081608600,6086,-122.27461,37.52737
608700,06081,06081608700,6087,-122.28877,37.52132
608800,06081,06081608800,6088,-122.31093,37.51658
608900,06081,06081608900,6089,-122.31093,37.50452
609000,06081,06081609000,6090,-122.28113,37.51411
609100,06081,06081609100,6091,-122.25518,37.51037
609200,06081,06081609200,6092,-122.26065,37.50348
609300,06081,06081609300,6093,-122.25062,37.49008
609400,06081,06081609400,6094,-122.26236,37.49518
609500,06081,06081609500,6095,-122.27795,37.50509
609601,06081,06081609601,6096.01,-122.28353,37.49534
609602,06081,06081609602,6096.02,-122.27567,37.48885
609603,06081,06081609603,6096.03,-122.28142,37.48114
609700,06081,06081609700,6097,-122.27443,37.46502
609800,06081,06081609800,6098,-122.25239,37.47135
609900,06081,06081609900,6099,-122.24718,37.47889
610000,06081,06081610000,6100,-122.24049,37.48345
610100,06081,06081610100,6101,-122.23747,37.49203
610201,06081,06081610201,6102.01,-122.21328,37.48409
610202,06081,06081610202,6102.02,-122.22875,37.48879
610203,06081,06081610203,6102.03,-122.22310,37.47897
610302,06081,06081610302,6103.02,-122.20968,37.51120
610303,06081,06081610303,6103.03,-122.23916,37.53922
610304,06081,06081610304,6103.04,-122.25625,37.52889
610400,06081,06081610400,6104,-122.19103,37.48205
610500,06081,06081610500,6105,-122.20414,37.47931
610601,06081,06081610601,6106.01,-122.20905,37.47102
610602,06081,06081610602,6106.02,-122.19716,37.47415
610700,06081,06081610700,6107,-122.21878,37.46948
610800,06081,06081610800,6108,-122.22561,37.46946
610900,06081,06081610900,6109,-122.23148,37.47567
611000,06081,06081611000,6110,-122.23316,37.46566
611100,06081,06081611100,6111,-122.25272,37.45715
611200,06081,06081611200,6112,-122.23445,37.45621
611300,06081,06081611300,6113,-122.22522,37.45211
611400,06081,06081611400,6114,-122.21146,37.44766
611500,06081,06081611500,6115,-122.18483,37.46741
611600,06081,06081611600,6116,-122.17042,37.47460
611700,06081,06081611700,6117,-122.15705,37.49019
611800,06081,06081611800,6118,-122.13554,37.48194
611900,06081,06081611900,6119,-122.12876,37.46442
612000,06081,06081612000,6120,-122.14637,37.46817
612100,06081,06081612100,6121,-122.14374,37.45919
612200,06081,06081612200,6122,-122.15816,37.46017
612400,06081,06081612400,6124,-122.16552,37.46463
612500,06081,06081612500,6125,-122.17775,37.45578
612600,06081,06081612600,6126,-122.18189,37.44925
612700,06081,06081612700,6127,-122.18880,37.44394
612800,06081,06081612800,6128,-122.19241,37.43631
612900,06081,06081612900,6129,-122.20363,37.43206
613000,06081,06081613000,6130,-122.20551,37.42114
613200,06081,06081613200,6132,-122.21663,37.37447
613300,06081,06081613300,6133,-122.24853,37.43994
613400,06081,06081613400,6134,-122.27898,37.41732
613501,06081,06081613501,6135.01,-122.41440,37.53457
613502,06081,06081613502,6135.02,-122.46702,37.52069
613600,06081,06081613600,6136,-122.49845,37.54376
613700,06081,06081613700,6137,-122.37416,37.44818
613800,06081,06081613800,6138,-122.30188,37.27808
